rank,title,studio,lifetime_gross,year
621,Watchmen,WB,107509799,2009
622,The Angry Birds Movie,Sony,107509366,2016
623,Batman and Robin,WB,107325195,1997
624,Captain Phillips,Sony,107100855,2013
625,Black Swan,FoxS,106954678,2010
626,Analyze This,WB,106885658,1999
627,Chicken Run,DW,106834564,2000
628,Miss Congeniality,WB,106807667,2000
629,Indecent Proposal,Par.,106614059,1993
630,Driving Miss Daisy,WB,106593296,1989
631,300: Rise of An Empire,WB,106580051,2014
632,GoldenEye,MGM,106429941,1995
633,Love Story,Par.,106397186,1970
634,Kramer Vs. Kramer,Col.,10626e4,1979
635,The Italian Job,Par.,106128601,2003
636,How to Lose a Guy in 10 Days,Par.,105813373,2003
637,The First Wives Club,Par.,105489203,1996
638,Robin Hood,Uni.,105269730,2010
639,Interview with the Vampire,WB,105264608,1994
640,George of the Jungle,BV,105263257,1997
641,The Graduate,AVCO,104945305,1967
642,Pitch Perfect 3,Uni.,104897530,2017
643,Phenomenon,BV,104636382,1996
644,American Wedding,Uni.,104565114,2003
645,Road to Perdition,DW,104454762,2002
646,The Princess and the Frog,BV,104400899,2009
647,The Chronicles of Narnia: The Voyage of the Dawn Treader,Fox,104386950,2010
648,Daddy Day Care,SonR,104297061,2003
649,Daddy's Home 2,Par.,104029443,2017
650,Paranormal Activity 3,Par.,104028807,2011
651,Journey 2: The Mysterious Island,WB (NL),103860290,2012
652,Dick Tracy,BV,103738726,1990
653,Rise of the Guardians,P/DW,103412758,2012
654,Dreamgirls,P/DW,103365956,2006
655,9 to 5,Fox,103290500,1980
656,Independence Day: Resurgence,Fox,103144286,2016
657,The Expendables,LGF,103068524,2010
658,Scream,Dim.,103046663,1996
659,Just Go With It,Sony,103028109,2011
660,Murder on the Orient Express (2017),Fox,102826543,2017
661,The General's Daughter,Par.,102705852,1999
662,The Aviator,Mira.,102610330,2004
663,American Pie,Uni.,102561004,1999
664,Daredevil,Fox,102543518,2003
665,The Girl with the Dragon Tattoo (2011),Sony,102515793,2011
666,The Mummy: Tomb of the Dragon Emperor,Uni.,102491776,2008
667,The Conjuring 2,WB (NL),102470008,2016
668,The Maze Runner,Fox,102427862,2014
669,In the Line of Fire,Col.,102314823,1993
670,Butch Cassidy and the Sundance Kid,Fox,102308889,1969
671,Mary Poppins,Dis.,102272727,1964
672,Bambi,RKO,102247150,1942
673,Annabelle: Creation,WB (NL),102092201,2017
674,The Equalizer 2,Sony,102084362,2018
675,Jackass Presents: Bad Grandpa,Par.,102003019,2013
676,Pacific Rim,WB,101802906,2013
677,Journey to the Center of the Earth,WB (NL),101704370,2008
678,Gone in 60 Seconds,BV,101648571,2000
679,Maverick,WB,101631272,1994
680,Sleeping with the Enemy,Fox,101599005,1991
681,The Equalizer,Sony,101530738,2014
682,This is the End,Sony,101470202,2013
683,Eagle Eye,P/DW,101440743,2008
684,The Prince of Egypt,DW,101413188,1998
685,Scream 2,Dim.,101363301,1997
686,Stir Crazy,Col.,1013e5,1980
687,Eraser,WB,101295562,1996
688,Noah,Par.,101200044,2014
689,Unforgiven,WB,101157447,1992
690,The Cat in the Hat,Uni.,101149285,2003
691,Con Air,BV,101117573,1997
692,Sleepy Hollow,Par.,101071502,1999
693,Collateral,DW,101005703,2004
694,Contact,WB,100920329,1997
695,Charlie's Angels: Full Throttle,Sony,100830111,2003
696,The Pelican Brief,WB,100768056,1993
697,Vanilla Sky,Par.,100618344,2001
698,Arrival,Par.,100546139,2016
699,Due Date,WB,100539043,2010
700,The Rugrats Movie,Par.,100494675,1998
701,Million Dollar Baby,WB,100492203,2004
702,Airport,Uni.,100489151,1970
703,A Wrinkle in Time,BV,100478608,2018
704,Jumanji,Sony,100475249,1995
705,Step Brothers,Sony,100468793,2008
706,Evan Almighty,Uni.,100462298,2007
707,Fifty Shades Freed,Uni.,100407760,2018
708,Casper,Uni.,100328194,1995
709,Shakespeare in Love,Mira.,100317794,1998
710,Bad Teacher,Sony,100292856,2011
711,Yogi Bear,WB,100246011,2010
712,Cowboys & Aliens,Uni.,100240551,2011
713,Kingsman: The Golden Circle,Fox,100234838,2017
714,Edge of Tomorrow,WB,100206256,2014
715,The Hunchback of Notre Dame,BV,100138851,1996
716,Seven,NL,100125643,1995
717,Parenthood,Uni.,100047830,1989
718,You Don't Mess with the Zohan,Sony,100018837,2008
719,Passengers (2016),Sony,100014699,2016
720,Die Hard: With A Vengeance,Fox,100012499,1995
721,Gnomeo and Juliet,BV,99967670,2011
722,Rampage (2018),WB (NL),99345950,2018
723,Hercules,BV,99112101,1997
724,Olympus Has Fallen,FD,98925640,2013
725,The Green Hornet,Sony,98780042,2011
726,Disney's Christopher Robin,BV,98731381,2018
727,Date Night,Fox,98711404,2010
728,The Color Purple,WB,98467863,1985
729,Meet the Robinsons,BV,97822171,2007
730,Yes Man,WB,97690976,2008
731,Sausage Party,Sony,97685686,2016
732,Inspector Gadget,BV,97403112,1999
733,Public Enemies,Uni.,97104620,2009
734,The Social Network,Sony,96962694,2010
735,The Others,Mira.,96522687,2001
736,Legally Blonde,MGM,96520674,2001
737,Panic Room,Sony,96397334,2002
738,Schindler's List,Uni.,96065768,1993
739,Dead Poets Society,BV,95860116,1989
740,Zero Dark Thirty,Sony,95720716,2012
741,Norbit,P/DW,95673607,2007
742,Cold Mountain,Mira.,95636509,2003
743,Arthur,WB,95461682,1981
744,Sex and the City 2,WB (NL),95347692,2010
745,Michael,NL,95318203,1996
746,The Princess Diaries 2: Royal Engagement,BV,95170481,2004
747,42,WB,95020213,2013
748,Unbreakable,BV,95011339,2000
749,The Book of Eli,WB,94835059,2010
750,"10,000 B.C.",WB,94784201,2008
751,Beverly Hills Chihuahua,BV,94514402,2008
752,Saturday Night Fever,Par.,94213184,1977
753,Julie & Julia,Sony,94125426,2009
754,The Mask of Zorro,Sony,94095523,1998
755,Maid in Manhattan,SonR,94011225,2002
756,He's Just Not That Into You,WB (NL),93953653,2009
757,Master and Commander: The Far Side of the World,Fox,93927920,2003
758,Flight,Par.,93772375,2012
759,The Fighter,Par.,93617009,2010
760,America's Sweethearts,SonR,93607673,2001
761,Lady and the Tramp,Dis.,93602326,1955
762,The Bucket List,WB,93466502,2007
763,Tomorrowland,BV,93436322,2015
764,The Magnificent Seven (2016),Sony,93432655,2016
765,Cats & Dogs,WB,93385515,2001
766,Two Weeks Notice,WB,93354851,2002
767,Space Station 3-D (IMAX),Imax,93344037,2002
768,Red Dragon,Uni.,93149898,2002
769,Cinderella (1950),Dis.,93141149,1950
770,Elysium,TriS,93050117,2013
771,Flubber,BV,92977226,1997
772,Flashdance,Par.,92921203,1983
773,When Harry Met Sally...,Col.,92823546,1989
774,The Town,WB,92186262,2010
775,Non-Stop,Uni.,92168600,2014
776,The Client,WB,92115211,1994
777,Blade Runner 2049,WB,92054159,2017
778,John Wick: Chapter Two,LG/S,92029184,2017
779,Star Trek: First Contact,Par.,92027888,1996
780,Think Like a Man,SGem,91547205,2012
781,Kindergarten Cop,Uni.,91457688,1990
782,Heaven is for Real,TriS,91443253,2014
783,The Haunting,DW,91411151,1999
784,Crimson Tide,BV,91387195,1995
785,Back to School,Orion,91258e3,1986
786,Ride Along 2,Uni.,91221830,2016
787,Stepmom,Sony,91137662,1998
788,The Imitation Game,Wein.,91125683,2014
789,Save the Last Dance,Par.,91057006,2001
790,The Scorpion King,Uni.,91047077,2002
791,The Karate Kid,Col.,90815558,1984
792,Prince of Persia: The Sands of Time,BV,90759676,2010
793,Antz,DW,90757863,1998
794,Scary Movie 4,W/Dim.,90710620,2006
795,The Game Plan,BV,90648202,2007
796,"Me, Myself and Irene",Fox,90570999,2000
797,High School Musical 3: Senior Year,BV,90559416,2008
798,Tyler Perry's Madea Goes to Jail,LGF,90508336,2009
799,Space Cowboys,WB,90464773,2000
800,Space Jam,WB,90418342,1996
801,Get Hard,WB,90411453,2015
802,Trading Places,Par.,90404800,1983
803,Red,Sum.,90380162,2010
804,Planes,BV,90288712,2013
805,"Legally Blonde 2: Red, White and Blonde",MGM,90186328,2003
806,Mystic River,WB,90135191,2003
807,Terminator: Genisys,Par.,89760956,2015
808,Flightplan,BV,89707299,2005
809,Father of the Bride,BV,89325780,1991
810,The Emperor's New Groove,BV,89302687,2000
811,The Lone Ranger,BV,89302115,2013
812,Taken 3,Fox,89256424,2015
813,Don't Breathe,SGem,89217875,2016
814,Scream 3,Dim.,89143175,2000
815,Oblivion,Uni.,89107235,2013
816,The Ugly Truth,Sony,88915214,2009
817,Percy Jackson & The Olympians: The Lightning Thief,Fox,88768303,2010
818,Failure to Launch,Par.,88715192,2006
819,The Muppets,BV,88631237,2011
820,Inside Man,Uni.,88513495,2006
821,Waterworld,Uni.,88246220,1995
822,Starsky and Hutch,WB,88237754,2004
823,Along Came Polly,Uni.,88097164,2004
824,The Hand That Rocks the Cradle,BV,88036683,1992
825,Back to the Future Part III,Uni.,87727583,1990
826,Entrapment,Fox,87704396,1999
827,Peter Pan,Dis.,87404651,1953
828,Pineapple Express,Sony,87341380,2008
829,Miss Peregrine's Home for Peculiar Children,Fox,87242834,2016
830,Halloween (2018),Uni.,87213220,2018
831,Everest (IMAX),MFF,87178599,1998
832,Out of Africa,Uni.,87071205,1985
833,Sisters,Uni.,87044645,2015
834,Saw II,Lions,87039965,2005
835,The Naked Gun 2 1/2: The Smell of Fear,Par.,86930411,1991
836,The Campaign,WB,86907746,2012
837,The War of the Roses,Fox,86888546,1989
838,The Amityville Horror,AIP,86432e3,1979
839,Presumed Innocent,WB,86303188,1990
840,Young Frankenstein,Fox,86273333,1974
841,The Accountant,WB,86260045,2016
842,Dumb and Dumber To,Uni.,86208010,2014
843,The Emoji Movie,Sony,86089513,2017
844,Mean Girls,Par.,86058055,2004
845,Annie (2014),Sony,85911262,2014
846,Alvin and the Chipmunks: The Road Chip,Fox,85886987,2015
847,Spy Kids 2: The Island of Lost Dreams,Dim.,85846429,2002
848,Fury (2014),Sony,85817906,2014
849,Pokemon: The First Movie,WB,85744662,1999
850,Real Steel,BV,85468508,2011
851,The SpongeBob SquarePants Movie,Par.,85417988,2004
852,Power Rangers (2017),LGF,85364450,2017
853,Brother Bear,BV,85336277,2003
854,Stripes,Col.,85297e3,1981
855,Anchorman: The Legend of Ron Burgundy,DW,85288303,2004
856,Every Which Way But Loose,WB,85196485,1978
857,Rocky II,UA,85182160,1979
858,Aliens,Fox,85160248,1986
859,Open Season,Sony,85105259,2006
860,The Expendables 2,LGF,85028192,2012
861,Dangerous Minds,BV,84919401,1995
862,Paranormal Activity 2,Par.,84752907,2010
863,The Poseidon Adventure,Fox,84563118,1972
864,Tammy,WB (NL),84525432,2014
865,The Santa Clause 3: The Escape Clause,BV,84500122,2006
866,Ferdinand,Fox,84410380,2017
867,"Crazy, Stupid, Love.",WB,84351197,2011
868,Annabelle,WB (NL),84273813,2014
869,Pinocchio,Dis.,84254167,1940
870,Scooby-Doo 2: Monsters Unleashed,WB,84216833,2004
871,Atlantis: The Lost Empire,BV,84056472,2001
872,Cliffhanger,TriS,84049211,1993
873,The Other Woman (2014),Fox,83911193,2014
874,The X-Files,Fox,83898313,1998
875,Up in the Air,Par.,83823381,2009
876,Steel Magnolias,TriS,83759091,1989
877,Wrath of the Titans,WB,83670083,2012
878,Insidious Chapter 2,FD,83586447,2013
879,Under Siege,WB,83563139,1992
880,Battle: Los Angeles,Sony,83552429,2011
881,Immortals,Rela.,83504017,2011
882,I Can Only Imagine,RAtt.,83482352,2018
883,Apocalypse Now,MGM,83471511,1979
884,Airplane!,Par.,83453539,1980
885,Patriot Games,Par.,83351587,1992
886,Penguins of Madagascar,Fox,83350911,2014
887,Saving Mr. Banks,BV,83301580,2013
888,Valkyrie,UA,83077833,2008
889,Brokeback Mountain,Focus,83043761,2005
890,Turbo,Fox,83028128,2013
891,Disclosure,WB,83015089,1994
892,Die Hard,Fox,83008852,1988
893,Charlotte's Web (2006),Par.,82985708,2006
894,Monster-in-Law,NL,82931301,2005
895,Are We There Yet?,SonR,82674398,2005
896,Days of Thunder,Par.,82670733,1990
897,Freddy Vs. Jason,NL,82622655,2003
898,The Descendants,FoxS,82584160,2011
899,Cheaper by the Dozen 2,Fox,82571173,2005
900,Mr. Holland's Opus,BV,82569971,1995
901,Bram Stoker's Dracula,Col.,82522790,1992
902,Fried Green Tomatoes,Uni.,82418501,1991
903,Let's Be Cops,Fox,82390774,2014
904,Blade II,NL,82348319,2002
905,Beowulf,Par.,82280579,2007
906,Bridge to Terabithia,BV,82272442,2007
907,Star Trek: The Motion Picture,Par.,82258456,1979
908,The Pink Panther (2006),Sony,82226474,2006
909,Teenage Mutant Ninja Turtles: Out of the Shadows,Par.,82051601,2016
910,The Post,Fox,81903458,2017
911,Jaws 2,Uni.,81766007,1978
912,Maze Runner: The Scorch Trials,Fox,81697192,2015
913,Heaven Can Wait (1978),Par.,81640278,1978
914,Eight Below,BV,81612565,2006
915,M.A.S.H.,Fox,816e5,1970
916,Unstoppable,Fox,81562942,2010
917,Payback,Par.,81526121,1999
918,Ted 2,Uni.,81476385,2015
919,The Talented Mr. Ripley,Par.,81298265,1999
920,School of Rock,Par.,81261177,2003
921,Police Academy,WB,81198894,1984
922,Snow Dogs,BV,81172560,2002
923,21,Sony,81159365,2008
924,While You Were Sleeping,BV,81057016,1995
925,Congo,Par.,81022101,1995
926,The Notebook,NL,81001787,2004
927,Jimmy Neutron: Boy Genius,Par.,80936232,2001
928,Alien,Fox,80931801,1979
929,Another 48 HRS.,Par.,80818974,1990
930,Moonstruck,MGM,80640528,1987
931,Eat Pray Love,Sony,80574010,2010
932,The Texas Chainsaw Massacre,NL,80571655,2003
933,Zookeeper,Sony,80360843,2011
934,Alien Vs. Predator,Fox,80282231,2004
935,What Happens in Vegas,Fox,80277646,2008
936,The Dukes of Hazzard,WB,80270227,2005
937,The Wedding Singer,NL,80245725,1998
938,Saw III,LGF,80238724,2006
939,The Mummy (2017),Uni.,80227895,2017
940,Disturbia,P/DW,80209692,2007
941,Nacho Libre,Par.,80197993,2006
942,Jumper,Fox,80172128,2008
943,Goosebumps,Sony,80080379,2015
944,Jack Reacher,Par.,80070736,2012
945,Cloverfield,Par.,80048433,2008
946,Footloose,Par.,80035402,1984
947,Dear John,SGem,80014842,2010
948,A Star Is Born (1976),WB,8e7,1976
949,Knowing,Sum.,79957634,2009
950,War Horse,BV,79884879,2011
951,The Golden Child,Par.,79817937,1986
952,Dark Shadows,WB,79727149,2012
953,Earthquake,Uni.,79666653,1974
954,Hannah Montana The Movie,BV,79576189,2009
955,WarGames,MGM,79567667,1983
956,The Day the Earth Stood Still (2008),Fox,79366978,2008
957,Limitless,Rela.,79249455,2011
958,The Purge: Election Year,Uni.,79213375,2016
959,Cape Fear,Uni.,79091969,1991
960,Star Trek II: The Wrath of Khan,Par.,78912963,1982
961,48 HRS.,Par.,78868508,1982
962,The Naked Gun: From the Files of Police Squad!,Par.,78756177,1988
963,Pixels,Sony,78747585,2015
964,City of Angels,WB,78685114,1998
965,The English Patient,Mira.,78676425,1996
966,Teenage Mutant Ninja Turtles II,NL,78656813,1991
967,A.I. Artificial Intelligence,WB,78616689,2001
968,Cocktail,BV,78222753,1988
969,We Were Soldiers,Par.,78122718,2002
970,Tower Heist,Uni.,78046570,2011
971,The Monuments Men,Sony,78031620,2014
972,Hooper,WB,78e6,1978
973,Man on Fire,Fox,77911774,2004
974,The Terminal,DW,77872883,2004
975,Backdraft,Uni.,77868585,1991
976,Gangs of New York,Mira.,77812e3,2002
977,Free Willy,WB,77698625,1993
978,The Adventures of Tintin,Par.,77591831,2011
979,Philadelphia,TriS,77446440,1993
980,March of the Penguins,WIP,77437223,2005
981,Parental Guidance,Fox,77267296,2012
982,Where the Wild Things Are,WB,77233467,2009
983,The A-Team,Fox,77222099,2010
984,U-571,Uni.,77122415,2000
985,Alice Through the Looking Glass,BV,77041381,2016
986,27 Dresses,Fox,76808654,2008
987,Training Day,WB,76631907,2001
988,Poltergeist,MGM,76606280,1982
989,Father of the Bride Part II,BV,76594107,1995
990,Romancing the Stone,Fox,76572238,1984
991,Rugrats in Paris: The Movie,Par.,76507756,2000
992,Star Trek III: The Search for Spock,Par.,76471046,1984
993,Knight & Day,Fox,76423035,2010
994,Fantasia,Dis.,76408097,1941
995,Paddington,W/Dim.,76271832,2015
996,The Untouchables,Par.,76270454,1987
997,White Men Can't Jump,Fox,76253806,1992
998,Pete's Dragon (2016),BV,76233151,2016
999,The Ring Two,DW,76231249,2005
1000,Cocoon,Fox,76113124,1985
1001,Hellboy II: The Golden Army,Uni.,75986503,2008
1002,Conspiracy Theory,WB,75982834,1997
1003,Constantine,WB,75976178,2005
1004,The Jewel of the Nile,Fox,75973200,1985
1005,The Haunted Mansion,BV,75847266,2003
1006,The Family Man,Uni.,75793305,2000
1007,Barbershop,MGM,75782105,2002
1008,The Intern,WB,75764672,2015
1009,Star Trek: Generations,Par.,75671125,1994
1010,Contagion,WB,75658097,2011
1011,"You, Me and Dupree",Uni.,75628110,2006
1012,We Bought a Zoo,Fox,75624550,2011
1013,2 Guns,Uni.,75612460,2013
1014,Braveheart,Par.,75609945,1995
1015,Moneyball,Sony,75605492,2011
1016,The Rookie,BV,75600072,2002
1017,Zombieland,Sony,75590286,2009
1018,Old School,DW,75585093,2003
1019,Any Given Sunday,WB,75530832,1999
1020,The Last of the Mohicans,Fox,75505856,1992
1021,The Hitman's Bodyguard,LG/S,75468583,2017
1022,The Girl on the Train (2016),Uni.,75395035,2016
1023,The Horse Whisperer,BV,75383563,1998
1024,Garfield: The Movie,Fox,75369589,2004
1025,Ray,Uni.,75331600,2004
1026,Coraline,Focus,75286229,2009
1027,Tim Burton's The Nightmare Before Christmas,BV,75082668,1993
1028,The Exorcism of Emily Rose,SGem,75072454,2005
1029,Eragon,Fox,75030163,2006
1030,Star Trek VI: The Undiscovered Country,Par.,74888996,1991
1031,10,WB,74865517,1979
1032,The Prince of Tides,Col.,74787599,1991
1033,Ladder 49,BV,74541707,2004
1034,Four Brothers,Par.,74494381,2005
1035,"Six Days, Seven Nights",BV,74339294,1998
1036,No Country for Old Men,Mira.,74283625,2007
1037,Alien: Covenant,Fox,74262031,2017
1038,Jack and Jill,Sony,74158157,2011
1039,Oliver & Company,BV,74151346,1988
1040,Sin City,Dim.,74103820,2005
1041,Along Came a Spider,Par.,74078174,2001
1042,Ben-Hur,MGM,74e6,1959
1043,Captain Underpants: The First Epic Movie,Fox,73921e3,2017
1044,Hugo,Par.,73864507,2011
1045,Christmas with the Kranks,SonR,73780539,2004
1046,Beetlejuice,WB,73707461,1988
1047,The Jerk,Uni.,73691419,1979
1048,Monster House,Sony,73661010,2006
1049,Deep Blue Sea,WB,73648142,1999
1050,Law Abiding Citizen,Over.,73357727,2009
1051,Spirit: Stallion of the Cimarron,DW,73280117,2002
1052,Hollow Man,Sony,73209340,2000
1053,Boo! A Madea Halloween,LGF,73206343,2016
1054,White House Down,Sony,73103784,2013
1055,John Carter,BV,73078100,2012
1056,Hotel for Dogs,P/DW,73034460,2009
1057,Dinner for Schmucks,P/DW,73026337,2010
1058,Justin Bieber: Never Say Never,Par.,73013910,2011
1059,Jackass: Number Two,Par.,72778712,2006
1060,The Interpreter,Uni.,72708161,2005
1061,Hercules (2014),Par.,72688614,2014
1062,Storks,WB,72679278,2016
1063,Barnyard: The Original Party Animals,Par.,72637803,2006
1064,I Know What You Did Last Summer,Sony,72586134,1997
1065,Bridge of Spies,BV,72313754,2015
1066,Dolphin Tale,WB,72286779,2011
1067,Vantage Point,Sony,72266306,2008
1068,Ace Ventura: Pet Detective,WB,72217396,1994
1069,The Cannonball Run,Fox,72179579,1981
1070,A Bad Moms Christmas,STX,72110659,2017
1071,Get Shorty,MGM,72101622,1995
1072,Michael Jackson's This Is It,Sony,72091016,2009
1073,10 Cloverfield Lane,Par.,72082998,2016
1074,Fred Claus,WB,72006777,2007
1075,My Fair Lady,WB,72e6,1964
1076,1408,MGM/W,71985628,2007
1077,The Purge: Anarchy,Uni.,71962800,2014
1078,John Q.,NL,71756802,2002
1079,RV,Sony,71726025,2006
1080,Mama,Uni.,71628180,2013
1081,Ruthless People,BV,71624879,1986
1082,Three Men and a Little Lady,BV,71609321,1990
1083,Galaxy Quest,DW,71583916,1999
1084,Stargate,MGM,71567262,1994
1085,Bridget Jones's Diary,Mira.,71543427,2001
1086,Grumpier Old Men,WB,71518503,1995
1087,The Bridges of Madison County,WB,71516617,1995
1088,Chocolat,Mira.,71509363,2000
1089,Sideways,FoxS,71503593,2004
1090,"I Love You, Man",P/DW,71440011,2009
1091,Safe Haven,Rela.,71349120,2013
1092,Christmas Vacation,WB,71319526,1989
1093,Scary Movie 2,Mira.,71308997,2001
1094,The Rescuers,Dis.,71215869,1977
1095,The Spiderwick Chronicles,Par.,71195053,2008
1096,The Score,Par.,71107711,2001
1097,Turner & Hooch,BV,71079915,1989
1098,Paul Blart: Mall Cop 2,Sony,71038190,2015
1099,The Smurfs 2,Sony,71017784,2013
1100,Bird on a Wire,Uni.,70978012,1990
1101,Groundhog Day,Col.,70906973,1993
1102,Shallow Hal,Fox,70839203,2001
1103,White Chicks,Sony,70831760,2004
1104,Broken Arrow (1996),Fox,70770147,1996
1105,Any Which Way You Can,WB,70687344,1980
1106,No Strings Attached,Par.,70662220,2011
1107,All the President's Men,WB,706e5,1976
